Parameter_Name,Increment,Range_Min,Range_Max,Value,Type,Default,Units
SIM_GZ_EC_FUNC1,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_EC_FUNC2,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_EC_FUNC3,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_EC_FUNC4,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_EC_FUNC5,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_EC_FUNC6,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_EC_FUNC7,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_EC_FUNC8,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_EC_MAX1,N,0,1000,N,Int32,1000,N
SIM_GZ_EC_MAX2,N,0,1000,N,Int32,1000,N
SIM_GZ_EC_MAX3,N,0,1000,N,Int32,1000,N
SIM_GZ_EC_MAX4,N,0,1000,N,Int32,1000,N
SIM_GZ_EC_MAX5,N,0,1000,N,Int32,1000,N
SIM_GZ_EC_MAX6,N,0,1000,N,Int32,1000,N
SIM_GZ_EC_MAX7,N,0,1000,N,Int32,1000,N
SIM_GZ_EC_MAX8,N,0,1000,N,Int32,1000,N
SIM_GZ_EC_MIN1,N,0,1000,N,Int32,0,N
SIM_GZ_EC_MIN2,N,0,1000,N,Int32,0,N
SIM_GZ_EC_MIN3,N,0,1000,N,Int32,0,N
SIM_GZ_EC_MIN4,N,0,1000,N,Int32,0,N
SIM_GZ_EC_MIN5,N,0,1000,N,Int32,0,N
SIM_GZ_EC_MIN6,N,0,1000,N,Int32,0,N
SIM_GZ_EC_MIN7,N,0,1000,N,Int32,0,N
SIM_GZ_EC_MIN8,N,0,1000,N,Int32,0,N
SIM_GZ_EC_REV,B,0,255,"['0', '1', '2', '3', '4', '5', '6', '7']",Int32,0,N
SIM_GZ_SV_DIS1,N,0,1000,N,Int32,500,N
SIM_GZ_SV_DIS2,N,0,1000,N,Int32,500,N
SIM_GZ_SV_DIS3,N,0,1000,N,Int32,500,N
SIM_GZ_SV_DIS4,N,0,1000,N,Int32,500,N
SIM_GZ_SV_DIS5,N,0,1000,N,Int32,500,N
SIM_GZ_SV_DIS6,N,0,1000,N,Int32,500,N
SIM_GZ_SV_DIS7,N,0,1000,N,Int32,500,N
SIM_GZ_SV_DIS8,N,0,1000,N,Int32,500,N
SIM_GZ_SV_FAIL1,N,-1,1000,N,Int32,-1,N
SIM_GZ_SV_FAIL2,N,-1,1000,N,Int32,-1,N
SIM_GZ_SV_FAIL3,N,-1,1000,N,Int32,-1,N
SIM_GZ_SV_FAIL4,N,-1,1000,N,Int32,-1,N
SIM_GZ_SV_FAIL5,N,-1,1000,N,Int32,-1,N
SIM_GZ_SV_FAIL6,N,-1,1000,N,Int32,-1,N
SIM_GZ_SV_FAIL7,N,-1,1000,N,Int32,-1,N
SIM_GZ_SV_FAIL8,N,-1,1000,N,Int32,-1,N
SIM_GZ_SV_FUNC1,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_SV_FUNC2,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_SV_FUNC3,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_SV_FUNC4,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_SV_FUNC5,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_SV_FUNC6,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_SV_FUNC7,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_SV_FUNC8,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_SV_MAX1,N,0,1000,N,Int32,1000,N
SIM_GZ_SV_MAX2,N,0,1000,N,Int32,1000,N
SIM_GZ_SV_MAX3,N,0,1000,N,Int32,1000,N
SIM_GZ_SV_MAX4,N,0,1000,N,Int32,1000,N
SIM_GZ_SV_MAX5,N,0,1000,N,Int32,1000,N
SIM_GZ_SV_MAX6,N,0,1000,N,Int32,1000,N
SIM_GZ_SV_MAX7,N,0,1000,N,Int32,1000,N
SIM_GZ_SV_MAX8,N,0,1000,N,Int32,1000,N
SIM_GZ_SV_MIN1,N,0,1000,N,Int32,0,N
SIM_GZ_SV_MIN2,N,0,1000,N,Int32,0,N
SIM_GZ_SV_MIN3,N,0,1000,N,Int32,0,N
SIM_GZ_SV_MIN4,N,0,1000,N,Int32,0,N
SIM_GZ_SV_MIN5,N,0,1000,N,Int32,0,N
SIM_GZ_SV_MIN6,N,0,1000,N,Int32,0,N
SIM_GZ_SV_MIN7,N,0,1000,N,Int32,0,N
SIM_GZ_SV_MIN8,N,0,1000,N,Int32,0,N
SIM_GZ_SV_REV,B,0,255,"['0', '1', '2', '3', '4', '5', '6', '7']",Int32,0,N
SIM_GZ_WH_DIS1,N,0,200,N,Int32,100,N
SIM_GZ_WH_DIS2,N,0,200,N,Int32,100,N
SIM_GZ_WH_DIS3,N,0,200,N,Int32,100,N
SIM_GZ_WH_DIS4,N,0,200,N,Int32,100,N
SIM_GZ_WH_FAIL1,N,-1,200,N,Int32,-1,N
SIM_GZ_WH_FAIL2,N,-1,200,N,Int32,-1,N
SIM_GZ_WH_FAIL3,N,-1,200,N,Int32,-1,N
SIM_GZ_WH_FAIL4,N,-1,200,N,Int32,-1,N
SIM_GZ_WH_FUNC1,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_WH_FUNC2,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_WH_FUNC3,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_WH_FUNC4,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
SIM_GZ_WH_MAX1,N,0,200,N,Int32,200,N
SIM_GZ_WH_MAX2,N,0,200,N,Int32,200,N
SIM_GZ_WH_MAX3,N,0,200,N,Int32,200,N
SIM_GZ_WH_MAX4,N,0,200,N,Int32,200,N
SIM_GZ_WH_MIN1,N,0,200,N,Int32,0,N
SIM_GZ_WH_MIN2,N,0,200,N,Int32,0,N
SIM_GZ_WH_MIN3,N,0,200,N,Int32,0,N
SIM_GZ_WH_MIN4,N,0,200,N,Int32,0,N
SIM_GZ_WH_REV,B,0,15,"['0', '1', '2', '3']",Int32,0,N
TAP_ESC_FUNC1,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
TAP_ESC_FUNC2,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
TAP_ESC_FUNC3,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
TAP_ESC_FUNC4,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
TAP_ESC_FUNC5,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
TAP_ESC_FUNC6,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
TAP_ESC_FUNC7,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
TAP_ESC_FUNC8,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
TAP_ESC_REV,B,0,255,"['0', '1', '2', '3', '4', '5', '6', '7']",Int32,0,N
UAVCAN_EC_FAIL1,N,-1,8191,N,Int32,-1,N
UAVCAN_EC_FAIL2,N,-1,8191,N,Int32,-1,N
UAVCAN_EC_FAIL3,N,-1,8191,N,Int32,-1,N
UAVCAN_EC_FAIL4,N,-1,8191,N,Int32,-1,N
UAVCAN_EC_FAIL5,N,-1,8191,N,Int32,-1,N
UAVCAN_EC_FAIL6,N,-1,8191,N,Int32,-1,N
UAVCAN_EC_FAIL7,N,-1,8191,N,Int32,-1,N
UAVCAN_EC_FAIL8,N,-1,8191,N,Int32,-1,N
UAVCAN_EC_FUNC1,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_EC_FUNC2,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_EC_FUNC3,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_EC_FUNC4,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_EC_FUNC5,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_EC_FUNC6,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_EC_FUNC7,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_EC_FUNC8,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_EC_MAX1,N,0,8191,N,Int32,8191,N
UAVCAN_EC_MAX2,N,0,8191,N,Int32,8191,N
UAVCAN_EC_MAX3,N,0,8191,N,Int32,8191,N
UAVCAN_EC_MAX4,N,0,8191,N,Int32,8191,N
UAVCAN_EC_MAX5,N,0,8191,N,Int32,8191,N
UAVCAN_EC_MAX6,N,0,8191,N,Int32,8191,N
UAVCAN_EC_MAX7,N,0,8191,N,Int32,8191,N
UAVCAN_EC_MAX8,N,0,8191,N,Int32,8191,N
UAVCAN_EC_MIN1,N,0,8191,N,Int32,1,N
UAVCAN_EC_MIN2,N,0,8191,N,Int32,1,N
UAVCAN_EC_MIN3,N,0,8191,N,Int32,1,N
UAVCAN_EC_MIN4,N,0,8191,N,Int32,1,N
UAVCAN_EC_MIN5,N,0,8191,N,Int32,1,N
UAVCAN_EC_MIN6,N,0,8191,N,Int32,1,N
UAVCAN_EC_MIN7,N,0,8191,N,Int32,1,N
UAVCAN_EC_MIN8,N,0,8191,N,Int32,1,N
UAVCAN_EC_REV,B,0,255,"['0', '1', '2', '3', '4', '5', '6', '7']",Int32,0,N
UAVCAN_SV_DIS1,N,0,1000,N,Int32,500,N
UAVCAN_SV_DIS2,N,0,1000,N,Int32,500,N
UAVCAN_SV_DIS3,N,0,1000,N,Int32,500,N
UAVCAN_SV_DIS4,N,0,1000,N,Int32,500,N
UAVCAN_SV_DIS5,N,0,1000,N,Int32,500,N
UAVCAN_SV_DIS6,N,0,1000,N,Int32,500,N
UAVCAN_SV_DIS7,N,0,1000,N,Int32,500,N
UAVCAN_SV_DIS8,N,0,1000,N,Int32,500,N
UAVCAN_SV_FAIL1,N,-1,1000,N,Int32,-1,N
UAVCAN_SV_FAIL2,N,-1,1000,N,Int32,-1,N
UAVCAN_SV_FAIL3,N,-1,1000,N,Int32,-1,N
UAVCAN_SV_FAIL4,N,-1,1000,N,Int32,-1,N
UAVCAN_SV_FAIL5,N,-1,1000,N,Int32,-1,N
UAVCAN_SV_FAIL6,N,-1,1000,N,Int32,-1,N
UAVCAN_SV_FAIL7,N,-1,1000,N,Int32,-1,N
UAVCAN_SV_FAIL8,N,-1,1000,N,Int32,-1,N
UAVCAN_SV_FUNC1,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_SV_FUNC2,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_SV_FUNC3,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_SV_FUNC4,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_SV_FUNC5,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_SV_FUNC6,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_SV_FUNC7,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_SV_FUNC8,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UAVCAN_SV_MAX1,N,0,1000,N,Int32,1000,N
UAVCAN_SV_MAX2,N,0,1000,N,Int32,1000,N
UAVCAN_SV_MAX3,N,0,1000,N,Int32,1000,N
UAVCAN_SV_MAX4,N,0,1000,N,Int32,1000,N
UAVCAN_SV_MAX5,N,0,1000,N,Int32,1000,N
UAVCAN_SV_MAX6,N,0,1000,N,Int32,1000,N
UAVCAN_SV_MAX7,N,0,1000,N,Int32,1000,N
UAVCAN_SV_MAX8,N,0,1000,N,Int32,1000,N
UAVCAN_SV_MIN1,N,0,1000,N,Int32,0,N
UAVCAN_SV_MIN2,N,0,1000,N,Int32,0,N
UAVCAN_SV_MIN3,N,0,1000,N,Int32,0,N
UAVCAN_SV_MIN4,N,0,1000,N,Int32,0,N
UAVCAN_SV_MIN5,N,0,1000,N,Int32,0,N
UAVCAN_SV_MIN6,N,0,1000,N,Int32,0,N
UAVCAN_SV_MIN7,N,0,1000,N,Int32,0,N
UAVCAN_SV_MIN8,N,0,1000,N,Int32,0,N
UAVCAN_SV_REV,B,0,255,"['0', '1', '2', '3', '4', '5', '6', '7']",Int32,0,N
UCAN1_ESC_FAIL1,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL10,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL11,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL12,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL13,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL14,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL15,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL16,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL2,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL3,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL4,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL5,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL6,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL7,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL8,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FAIL9,N,-1,8191,N,Int32,-1,N
UCAN1_ESC_FUNC1,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC10,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC11,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC12,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC13,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
